pca_1,pca_2,tsne_1,tsne_2,dataset,path,similar_image_path
-11635.18939,-11525.61387,6.196477,-8.201851,Synthia,dataset\SYNTHIA_256\image\0007602.png,dataset\original_cityscapes_inputs\352.jpeg
2768.678297,4198.024995,-2.1032672,-3.4441526,Synthia,dataset\SYNTHIA_256\image\0005874.png,dataset\original_cityscapes_inputs\489.jpeg
17290.64114,19305.27183,-8.266565,-5.510194,Synthia,dataset\SYNTHIA_256\image\0005420.png,dataset\original_cityscapes_inputs\445.jpeg
-21318.37566,-6297.221314,4.955017,-9.329209,Synthia,dataset\SYNTHIA_256\image\0007050.png,dataset\original_cityscapes_inputs\487.jpeg
19381.12256,1898.411024,6.4081526,8.250905,Synthia,dataset\SYNTHIA_256\image\0002399.png,dataset\original_cityscapes_inputs\263.jpeg
-17156.37741,1901.422721,2.6521723,-9.468103,Synthia,dataset\SYNTHIA_256\image\0005917.png,dataset\original_cityscapes_inputs\341.jpeg
9603.39539,-5930.069317,2.7729888,5.057985,Synthia,dataset\SYNTHIA_256\image\0002215.png,dataset\original_cityscapes_inputs\491.jpeg
-10008.79856,4389.246664,0.7554974,-8.20057,Synthia,dataset\SYNTHIA_256\image\0001321.png,dataset\original_cityscapes_inputs\79.jpeg
-2756.463635,-917.5161823,0.39216825,-0.037651237,Synthia,dataset\SYNTHIA_256\image\0003316.png,dataset\original_cityscapes_inputs\419.jpeg
3003.878298,13094.01735,-7.0950274,-3.8328006,Synthia,dataset\SYNTHIA_256\image\0005785.png,dataset\original_cityscapes_inputs\67.jpeg
-8826.241487,-8833.889059,3.891812,-2.7533529,Synthia,dataset\SYNTHIA_256\image\0008541.png,dataset\original_cityscapes_inputs\352.jpeg
350.3731171,3510.252345,-11.871745,-1.5566256,Synthia,dataset\SYNTHIA_256\image\0001705.png,dataset\original_cityscapes_inputs\358.jpeg
-6725.934229,2758.832187,1.3401848,-5.4698315,Synthia,dataset\SYNTHIA_256\image\0001722.png,dataset\original_cityscapes_inputs\295.jpeg
-12314.04359,-9662.898205,5.222595,-5.9397106,Synthia,dataset\SYNTHIA_256\image\0009045.png,dataset\original_cityscapes_inputs\352.jpeg
-21931.74387,-5850.327031,4.966111,-9.981531,Synthia,dataset\SYNTHIA_256\image\0005209.png,dataset\original_cityscapes_inputs\487.jpeg
-80.00798048,5647.130704,-3.4358315,-9.97393,Synthia,dataset\SYNTHIA_256\image\0000589.png,dataset\original_cityscapes_inputs\270.jpeg
-1503.74502,-3380.034885,-7.148533,2.103705,Synthia,dataset\SYNTHIA_256\image\0005499.png,dataset\original_cityscapes_inputs\432.jpeg
-5190.382151,-5179.763573,-0.017396556,2.1369066,Synthia,dataset\SYNTHIA_256\image\0003912.png,dataset\original_cityscapes_inputs\352.jpeg
